Mod:Item:MetaData, Localized Name
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Aluminum Brass Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Bloody Bone Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Aluminum Brass Polishing Kit
conarm:polishing_kit:0, Alumite Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Bloody Bone Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
atum:palm_stick, Palm Stick
atum:deadwood_stick, Deadwood Stick
atum:dusty_bone_stick, Dusty Bone Stick
atum:khnumite, Khnumite
atum:coin_dirty, Dirty Coin
atum:coin_gold, Gold Coin
atum:loot_dirty_idol, Dirty Idol
atum:loot_silver_idol, Silver Idol
atum:loot_gold_idol, Golden Idol
atum:loot_sapphire_idol, Sapphire Idol
atum:loot_ruby_idol, Ruby Idol
atum:loot_emerald_idol, Emerald Idol
atum:loot_diamond_idol, Diamond Idol
atum:loot_dirty_necklace, Dirty Necklace
atum:loot_silver_necklace, Silver Necklace
atum:loot_gold_necklace, Gold Necklace
atum:loot_sapphire_necklace, Sapphire Necklace
atum:loot_ruby_necklace, Ruby Necklace
atum:loot_emerald_necklace, Emerald Necklace
atum:loot_diamond_necklace, Diamond Necklace
atum:loot_dirty_ring, Dirty Ring
atum:loot_silver_ring, Silver Ring
atum:loot_gold_ring, Gold Ring
atum:loot_sapphire_ring, Sapphire Ring
atum:loot_ruby_ring, Ruby Ring
atum:loot_emerald_ring, Emerald Ring
atum:loot_diamond_ring, Diamond Ring
atum:loot_dirty_broach, Dirty Brooch
atum:loot_silver_broach, Silver Brooch
atum:loot_gold_broach, Golden Brooch
atum:loot_sapphire_broach, Sapphire Brooch
atum:loot_ruby_broach, Ruby Brooch
atum:loot_emerald_broach, Emerald Brooch
atum:loot_diamond_broach, Diamond Brooch
atum:loot_dirty_scepter, Dirty Scepter
atum:loot_silver_scepter, Silver Scepter
atum:loot_gold_scepter, Golden Scepter
atum:loot_sapphire_scepter, Sapphire Scepter
atum:loot_ruby_scepter, Ruby Scepter
atum:loot_emerald_scepter, Emerald Scepter
atum:loot_diamond_scepter, Diamond Scepter
atum:efreet_heart, Efreet Heart
atum:scarab, Scarab
atum:idol_of_labor, Idol of Labor
atum:heart_of_ra, Heart of Ra
atum:short_bow, Shortbow
atum:limestone_shovel, Limestone Shovel
atum:limestone_pickaxe, Limestone Pickaxe
atum:limestone_axe, Limestone Axe
atum:limestone_sword, Limestone Sword
atum:limestone_hoe, Limestone Hoe
atum:iron_dagger, Iron Dagger
atum:dagger_poison, Poison Dagger
atum:iron_scimitar, Iron Scimitar
atum:iron_greatsword, Iron Greatsword
atum:iron_club, Iron Club
atum:iron_khopesh, Iron Khopesh
atum:stoneguard_sword, Stoneguard Sword
atum:stoneguard_greatsword, Stoneguard Greatsword
atum:stoneguard_club, Stoneguard Club
atum:stoneguard_khopesh, Stoneguard Khopesh
atum:stoneguard_shield, Stoneguard Shield
atum:brigand_shield, Brigand Shield
atum:scepter_anput, Anput's Scepter
atum:scepter_anubis, Anubis's Scepter
atum:scepter_atum, Atum's Scepter
atum:scepter_geb, Geb's Scepter
atum:scepter_horus, Horus's Scepter
atum:scepter_isis, Isis's Scepter
atum:scepter_montu, Montu's Scepter
atum:scepter_nuit, Nuit's Scepter
atum:scepter_ptah, Ptah's Scepter
atum:scepter_ra, Ra's Scepter
atum:scepter_seth, Seth's Scepter
atum:scepter_shu, Shu's Scepter
atum:scepter_tefnut, Tefnut's Scepter
atum:eyes_of_atum, Eyes of Atum
atum:body_of_atum, Body of Atum
atum:legs_of_atum, Legs of Atum
atum:feet_of_atum, Feet of Atum
atum:atums_will, Atum's Will
atum:atums_protection, Atum's Protection
atum:atums_bounty, Atum's Bounty
atum:atums_homecoming, Atums's Homecoming
atum:halo_of_ra, Halo of Ra
atum:body_of_ra, Body of Ra
atum:legs_of_ra, Legs of Ra
atum:feet_of_ra, Feet of Ra
atum:ras_fury, Ra's Fury
atum:ptahs_decadence, Ptah's Decadence
atum:ptahs_undoing, Ptah's Undoing
atum:gebs_toil, Geb's Toil
atum:gebs_grounding, Geb's Grounding
atum:gebs_might, Geb's Might
atum:tefnuts_rain, Tefnuts's Rain
atum:tefnuts_call, Tefnuts's Call
atum:tefnuts_blessing, Tefnut's Blessing
atum:shus_breath, Shu's Breath
atum:shus_exile, Shu's Exile
atum:shus_swiftness, Shu's Swiftness
atum:horuss_soaring, Horus's Soaring
atum:horuss_ascension, Horus's Ascension
atum:seths_sting, Seth's Sting
atum:seths_venom, Seth's Venom
atum:isis_healing, Isis's Healing
atum:montus_blast, Montu's Blast
atum:montus_strike, Montu's Strike
atum:anubiss_mercy, Anubis's Mercy
atum:anubiss_wrath, Anubis's Wrath
atum:nuits_vanishing, Nuit's Vanishing
atum:nuits_duality, Nuit's Duality
atum:nuits_ire, Nuit's Ire
atum:nuits_quarter, Nuit's Quarter
atum:anputs_hunger, Anput's Hunger
atum:mummy_helmet, Mummy Helmet
atum:mummy_chest, Mummy Chestplate
atum:mummy_legs, Mummy Leggings
atum:mummy_boots, Mummy Boots
atum:wanderer_helmet, Wanderer Helmet
atum:wanderer_chest, Wanderer Chestplate
atum:wanderer_legs, Wanderer Leggings
atum:wanderer_boots, Wanderer Boots
atum:desert_helmet_iron, Desert Helmet (Iron)
atum:desert_chest_iron, Desert Chestplate (Iron)
atum:desert_legs_iron, Desert Leggings (Iron)
atum:desert_boots_iron, Desert Boots (Iron)
atum:desert_helmet_gold, Desert Helmet (Gold)
atum:desert_chest_gold, Desert Chestplate (Gold)
atum:desert_legs_gold, Desert Leggings (Gold)
atum:desert_boots_gold, Desert Boots (Gold)
atum:desert_helmet_diamond, Desert Helmet (Platinum)
atum:desert_chest_diamond, Desert Chestplate (Platinum)
atum:desert_legs_diamond, Desert Leggings (Platinum)
atum:desert_boots_diamond, Desert Boots (Platinum)
atum:papyrus_plant, Papyrus
atum:desert_wolf_iron_armor, Iron Desert Wolf Armor
atum:desert_wolf_gold_armor, Gold Desert Wolf Armor
atum:desert_wolf_diamond_armor, Platinum Desert Wolf Armor
atum:camel_iron_armor, Iron Camel Armor
atum:camel_gold_armor, Gold Camel Armor
atum:camel_diamond_armor, Platinum Camel Armor
atum:graverobbers_map:0, Graverobber's Map
atum:disenchanting_scroll, Disenchanting Scroll
atum:scroll, Scroll
atum:cloth_scrap, Cloth Scrap
atum:linen_bandage, Linen Bandage
atum:linen_thread, Linen Thread
atum:linen_cloth, Bolt of Linen Cloth
atum:dye_black, Black Dye
atum:dye_brown, Brown Dye
atum:flax_seeds, Flax Seeds
atum:flax, Flax
atum:ophidian_tongue_flower, Ophidian Tongue
atum:emmer_seeds, Emmer Seeds
atum:emmer, Emmer
atum:emmer_flour, Emmer Flour
atum:emmer_dough, Emmer Dough
atum:emmer_bread, Emmer Bread
atum:camel_raw, Raw Camel
atum:camel_cooked, Cooked Camel
atum:date, Date
atum:glistering_date, Glistering Date
atum:golden_date, Golden Date
atum:golden_date_enchanted, Enchanted Golden Date
atum:ectoplasm, Ectoplasm
atum:mandibles, Tarantula Mandibles
atum:dusty_bone, Dusty Bone
atum:wolf_pelt, Wolf Pelt
atum:fertile_soil_pile, Pile of Fertile Soil
atum:anputs_fingers_spores, Anput's Fingers Spores
atum:fish_forsaken, Forsaken Fish
atum:fish_mummified, Mummified Fish
atum:fish_jeweled, Jeweled Fish
atum:fish_skeletal, Skeletal Fish
atum:crunchy_scarab, Crunchy Scarab
atum:crunchy_golden_scarab, Crunchy Golden Scarab
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, White Stained Planks
quark:stained_planks:1, Orange Stained Planks
quark:stained_planks:2, Magenta Stained Planks
quark:stained_planks:3, Light Blue Stained Planks
quark:stained_planks:4, Yellow Stained Planks
quark:stained_planks:5, Lime Stained Planks
quark:stained_planks:6, Pink Stained Planks
quark:stained_planks:7, Gray Stained Planks
quark:stained_planks:8, Light Gray Stained Planks
quark:stained_planks:9, Cyan Stained Planks
quark:stained_planks:10, Purple Stained Planks
quark:stained_planks:11, Blue Stained Planks
quark:stained_planks:12, Brown Stained Planks
quark:stained_planks:13, Green Stained Planks
quark:stained_planks:14, Red Stained Planks
quark:stained_planks:15, Black Stained Planks
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, White Stained Wood Slab
quark:stained_planks_orange_slab:0, Orange Stained Wood Slab
quark:stained_planks_magenta_slab:0, Magenta Stained Wood Slab
quark:stained_planks_light_blue_slab:0, Light Blue Stained Wood Slab
quark:stained_planks_yellow_slab:0, Yellow Stained Wood Slab
quark:stained_planks_lime_slab:0, Lime Stained Wood Slab
quark:stained_planks_pink_slab:0, Pink Stained Wood Slab
quark:stained_planks_gray_slab:0, Gray Stained Wood Slab
quark:stained_planks_silver_slab:0, Light Gray Stained Wood Slab
quark:stained_planks_cyan_slab:0, Cyan Stained Wood Slab
quark:stained_planks_purple_slab:0, Purple Stained Wood Slab
quark:stained_planks_blue_slab:0, Blue Stained Wood Slab
quark:stained_planks_brown_slab:0, Brown Stained Wood Slab
quark:stained_planks_green_slab:0, Green Stained Wood Slab
quark:stained_planks_red_slab:0, Red Stained Wood Slab
quark:stained_planks_black_slab:0, Black Stained Wood Slab
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, Moss Stone Slab
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, Mossy Stone Brick Slab
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:6, Jasper Bricks
quark:world_stone_bricks:7, Slate Bricks
quark:world_stone_carved:0, Chiseled Granite Bricks
quark:world_stone_carved:1, Chiseled Diorite Bricks
quark:world_stone_carved:2, Chiseled Andesite Bricks
quark:world_stone_carved:6, Chiseled Jasper Bricks
quark:world_stone_carved:7, Chiseled Slate Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, Jasper Brick Slab
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, Slate Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, Blue Sprout
quark:root_flower:1, Black Sprout
quark:root_flower:2, White Sprout
quark:root_dye:0, Blue Dye
quark:root_dye:1, Black Dye
quark:root_dye:2, White Dye
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:crystal:8, Black Cave Crystal
